,JALSH Index,JALSHTR Index,RESI20 Index,RESI20TR Index,INDI25 Index,INDI25TR Index,FINI15 Index,FINI15TR Index,FINDI30 Index,FIND30TR Index,JSHRAL Index,JSHRALTR Index
2015/04/23,54686.54,7208.31,43065.65,2500.23,69222.46,12511.29,17896.12,8701.9,74533.95,10973.64,12297.73,18861.82
2015/04/24,55188.34,7274.46,44222.01,2567.37,69888.16,12631.61,17911.36,8709.31,75169.18,11067.17,12381.9,18990.91
2015/04/28,55039.29,7254.81,44921.97,2608.01,69374.37,12538.74,17786.46,8648.58,74605.41,10984.16,12364.43,18964.12
2015/04/29,54541.74,7189.23,44808.47,2601.42,68487.37,12378.43,17661.13,8587.64,73784.74,10863.34,12237.34,18769.19
2015/04/30,54440.43,7175.88,44235.42,2568.15,68352.85,12354.11,17791.56,8651.06,73787.15,10863.69,12213.34,18732.38
2015/05/04,54639.86,7202.28,45519.65,2642.7,68514.08,12383.25,17618.35,8566.84,73760.46,10859.76,12193.85,18702.9
2015/05/05,54574.99,7193.73,46140.46,2678.75,68024.53,12294.77,17594.54,8555.26,73337.68,10797.52,12199.79,18712.01
2015/05/06,53848.74,7098,45425.61,2637.24,67253.05,12155.33,17322.23,8422.85,72440.04,10665.36,12027.28,18447.42
2015/05/07,53238.17,7017.52,43451.46,2522.63,67008.74,12111.18,17168.32,8348.01,72106.76,10616.29,11886.35,18231.26
2015/05/08,53790.57,7090.34,43969.5,2552.71,67642.06,12225.64,17412.53,8466.76,72828.65,10722.57,11982.98,18379.47
2015/05/11,54161.05,7139.51,45119.49,2619.47,67989.99,12288.53,17409.38,8465.23,73132.44,10767.3,12024.77,18444.73
2015/05/12,53934.41,7109.63,45457.91,2639.12,67509.66,12201.71,17272.25,8398.55,72603.49,10689.42,11974.24,18367.21
2015/05/13,54053.92,7125.39,44974.98,2611.08,68088.21,12306.28,17206.59,8366.62,73071.14,10758.27,12020.75,18438.56
2015/05/14,53874.59,7101.75,44479.03,2582.29,68019.99,12293.95,17115.2,8322.19,72957.44,10741.53,11980.81,18377.29
2015/05/15,54028.17,7121.99,43834.17,2544.85,68335.38,12350.96,17264.24,8394.65,73366.52,10801.76,12017.68,18433.85
2015/05/18,54409.43,7172.51,44440.12,2580.03,68744.71,12424.94,17360.29,8441.36,73701.4,10851.07,12092.83,18550.01
2015/05/19,54327.13,7161.66,42902.86,2490.78,68875.54,12448.58,17535.53,8526.56,73951.84,10887.94,12110.7,18577.42
2015/05/20,54192.07,7143.86,42680.67,2477.88,68633.16,12404.78,17505.49,8511.96,73737.59,10856.39,12074.15,18521.36
2015/05/21,54123.89,7134.87,42913.94,2491.43,68472.52,12375.74,17421.37,8471.06,73553.62,10829.31,12046.25,18478.57
2015/05/22,54055.38,7125.84,42904.27,2490.86,68360.66,12355.52,17441.01,8480.61,73494.16,10820.55,12031.14,18455.38
2015/05/25,53985.66,7118.26,43036.59,2498.55,68280.16,12340.97,17399.53,8460.83,73379.74,10803.71,12007.42,18424.45
2015/05/26,52963.39,6983.47,41738.97,2423.21,67171.45,12140.59,17036.56,8284.33,72116.93,10617.79,11792.22,18094.25
2015/05/27,52933.34,6979.51,41857.72,2430.11,67072.38,12122.68,17018.06,8275.33,72028.56,10604.77,11778.66,18073.44
2015/05/28,52810.36,6963.3,41580.18,2413.99,67124.53,12132.11,16898.84,8217.36,71955.18,10593.97,11738.03,18011.1
2015/05/29,52270.86,6892.16,41916.95,2433.55,66206.17,11966.12,16587.86,8066.14,70903.56,10439.14,11615.17,17822.58
2015/06/01,52073.88,6867.11,41519.26,2410.46,66115.23,11951.75,16555.65,8050.48,70865.26,10433.5,11582.01,17774.85
2015/06/02,52185.61,6881.84,42549.89,2470.29,66181.64,11963.75,16505.13,8025.91,70911.41,10440.3,11577.33,17767.67
2015/06/03,51850.67,6837.68,42350.94,2458.74,65741.86,11884.25,16362.76,7956.68,70428.38,10369.18,11485.12,17626.16
2015/06/04,51323.68,6768.18,41068.49,2384.29,65173.57,11781.52,16312.66,7932.32,69917.64,10293.98,11379.61,17464.22
2015/06/05,51694.25,6817.05,41825.91,2428.26,65679.49,11872.98,16355.86,7953.32,70399.4,10364.91,11469.09,17601.56
2015/06/08,51623.3,6810.64,41177.57,2390.62,65740.28,11883.97,16442.53,7995.47,70520.03,10382.67,11471.03,17614.61
2015/06/09,51080.26,6739,41103.1,2386.3,64766.79,11707.99,16313.75,7932.85,69548.89,10239.69,11358.06,17441.14
2015/06/10,51958.27,6854.83,42203.34,2450.17,65928.98,11918.08,16546.1,8045.84,70770.05,10419.48,11532.23,17708.59
2015/06/11,51881.45,6844.7,41660.29,2418.64,65835.06,11901.1,16604.44,8074.2,70733.67,10414.13,11536.52,17715.17
2015/06/12,51828.76,6840.35,41906.7,2432.95,65877.63,11914.22,16421.5,7985.24,70625.82,10400.87,11520.72,17699.81
2015/06/15,51297.88,6770.29,41479.37,2408.14,65163.03,11784.98,16216.84,7885.73,69807.91,10280.42,11408.16,17526.87
2015/06/17,51595.66,6809.59,41281.2,2396.64,65873.38,11913.45,16216.72,7885.67,70389.46,10366.06,11462.18,17609.88
2015/06/18,51900.53,6849.83,41863.57,2430.45,66345.44,11998.82,16191.04,7873.18,70753.13,10419.62,11550.37,17745.37
2015/06/19,51806.71,6837.45,41706.47,2421.32,66353.41,12000.27,16123.16,7840.17,70693.53,10410.84,11539.51,17728.68
2015/06/22,52189.32,6889.8,41611.98,2415.84,66826.25,12091.58,16443.02,7995.71,71448.95,10526.23,11626.36,17868.43
2015/06/23,52592,6942.96,42142.92,2446.66,67289.56,12175.41,16621.27,8082.39,72016.08,10609.79,11714.43,18003.78
2015/06/24,52783.85,6968.28,42282.43,2454.76,67684.07,12246.8,16661.51,8101.95,72377.23,10663,11763.26,18078.83
2015/06/25,52856.39,6977.86,41276.56,2396.37,67963.41,12297.34,16808.48,8173.42,72700.52,10710.62,11831.12,18183.12
2015/06/26,52669.75,6953.22,40763.84,2366.6,67903.42,12286.49,16676.06,8109.03,72523.57,10684.55,11773.42,18094.45
2015/06/29,51999.92,6865.5,40799.54,2368.67,66782.86,12084.11,16420.39,7984.71,71324.34,10507.88,11602.08,17833.52
2015/06/30,51806.95,6840.02,39130.12,2271.75,66752.83,12078.68,16497.65,8022.27,71343.59,10510.71,11669.35,17936.92
2015/07/01,51888.04,6850.73,38625.47,2242.45,67195.08,12158.7,16535.11,8040.49,71810.06,10579.44,11667.5,17934.08
2015/07/02,52215.47,6893.96,39071.93,2268.37,67563.27,12225.32,16624.47,8083.94,72214.3,10638.99,11753.7,18066.58
2015/07/03,51967.08,6861.16,38668.95,2244.98,67132.55,12147.39,16620.61,8082.07,71868.04,10587.98,11704.23,17990.53
2015/07/06,51381.22,6783.94,38313.17,2224.32,66082.26,11957.34,16544.41,8045.01,70862.07,10439.77,11554.14,17760.26
2015/07/07,49997.79,6601.28,36822.94,2137.8,64338.92,11641.89,16038.5,7799.01,68932.07,10155.44,11234.18,17268.45
2015/07/08,50235.76,6632.7,36887.6,2141.56,64483.39,11668.03,16373.6,7961.95,69392.9,10223.33,11276.21,17333.05
2015/07/09,51452.36,6793.33,37376.38,2169.94,66256.29,11988.83,16836.41,8187,71362.68,10513.53,11566.01,17778.51
2015/07/10,51800.7,6839.32,37676.06,2187.33,66638.37,12057.96,17036.69,8284.39,71887.38,10590.83,11619.2,17860.27
2015/07/13,52474.82,6929.6,38169.79,2216,67526.29,12220.73,17360.05,8441.63,73002.57,10755.12,11763.69,18086.72
2015/07/14,52109.52,6881.37,37957.46,2203.67,67160.2,12154.47,17132.45,8330.96,72484.1,10678.74,11678.69,17956.04
2015/07/15,52531.13,6937.04,38349,2226.4,67733.56,12258.24,17229.54,8378.17,73028.54,10758.95,11776.73,18106.77
2015/07/16,52849.12,6979.03,38811.39,2253.25,67983.47,12303.47,17377.36,8450.05,73369.9,10809.24,11831.79,18191.42
2015/07/17,52723.72,6962.47,37971.07,2204.46,67925.07,12292.9,17379.52,8451.1,73294.79,10798.17,11833.16,18193.53
2015/07/20,52988.32,6997.42,37617.71,2183.95,68542.47,12404.63,17459.39,8489.94,73907.35,10888.42,11889.9,18280.77
2015/07/21,52901.42,6985.94,37580.52,2181.79,68450.3,12387.95,17380.15,8451.41,73718.07,10860.54,11884.81,18272.95
2015/07/22,51977.56,6863.94,36108.81,2096.34,67390.93,12196.23,17106.21,8318.2,72564.21,10690.54,11690.18,17973.7
2015/07/23,52237.02,6898.2,35793.72,2078.05,67874.14,12283.68,17243.7,8385.05,73146.69,10776.36,11750.78,18066.86
2015/07/24,51356.08,6781.87,34544.87,2005.55,66883.73,12104.44,16998.54,8265.84,72101.23,10622.33,11545.68,17751.53
2015/07/27,51301.55,6776.46,35239.33,2045.87,66501.35,12035.24,16964.64,8261.58,71718.01,10569.83,11526.26,17725.55
2015/07/28,50758.42,6704.72,35168.39,2041.75,65597.66,11871.69,16818.71,8190.52,70806.39,10435.47,11362.84,17474.24
2015/07/29,51598.54,6815.69,35800.26,2078.43,66785.89,12086.73,17065.55,8310.72,72055.58,10619.58,11542.91,17751.15
2015/07/30,51774.41,6838.92,36107.04,2096.24,67187.49,12159.41,16981.49,8269.79,72313.47,10657.58,11564.44,17784.26
2015/07/31,52053.27,6875.76,36136.15,2097.93,67690.4,12250.43,17042.91,8299.7,72732.45,10719.33,11646.2,17909.99
2015/08/03,51629.67,6835.65,34806.41,2033.45,67205.93,12195.44,17051.66,8303.96,72295.87,10678.27,11561.38,17799.25
2015/08/04,52437.84,6942.65,35099.04,2050.55,68272.05,12388.9,17477.6,8511.39,73600.4,10870.95,11761.63,18107.55
2015/08/05,52774.21,6987.19,36338.64,2122.97,68471.54,12425.1,17537.77,8540.69,73855.15,10908.58,11795.88,18160.28
2015/08/06,52464.59,6946.19,35562.62,2077.63,67965.76,12333.32,17627.6,8584.43,73508.43,10857.37,11741.4,18076.4
2015/08/07,52014.96,6886.88,35829.07,2093.2,67082.33,12173.01,17435.83,8491.05,72547.4,10715.42,11644.29,17927.64
2015/08/11,52221.17,6914.19,35635.11,2081.86,67398.4,12230.37,17605.3,8573.58,73008.25,10783.49,11709.37,18027.83
2015/08/12,50570.6,6695.65,35531.69,2075.82,64825.38,11763.46,16904.56,8232.32,70166.6,10363.77,11334.62,17450.87
2015/08/13,51375.44,6802.21,35607.85,2080.27,66379.35,12045.44,17126.34,8340.33,71736.71,10595.68,11517.55,17732.51
2015/08/14,50821.18,6728.82,35383.19,2067.15,65517.77,11889.1,16946.31,8252.66,70811.19,10458.98,11376.45,17515.27
2015/08/17,50751.1,6723.46,35326.39,2063.83,65471.94,11892.98,16853.11,8207.27,70721.92,10454.46,11338.5,17468.66
2015/08/18,50977.03,6753.39,35157.04,2053.93,65855.13,11962.59,16950.37,8254.63,71092.21,10509.2,11402.05,17566.57
2015/08/19,50140.9,6642.62,34412.51,2010.44,64823.23,11775.14,16658.47,8112.48,69944.28,10339.51,11232.98,17306.08
2015/08/20,49761.67,6592.38,35803.13,2091.68,63747,11579.65,16387.48,7980.51,68678.55,10152.4,11129.58,17146.79
2015/08/21,49028.36,6495.23,35327.1,2063.87,62744.73,11397.58,16116.47,7848.53,67543.98,9984.68,10975.98,16910.14
2015/08/24,47631.19,6319.14,33712.42,1969.54,61104.97,11125.33,15733.36,7661.96,65813.66,9747.11,10682.7,16489.05
2015/08/25,48980.84,6498.2,33348.33,1948.27,63238.17,11513.72,16337.33,7956.09,68087.83,10083.92,11055.1,17063.86
2015/08/26,48359.24,6415.73,32891.69,1921.59,62419.1,11364.59,16051.04,7816.67,67093.59,9936.67,10907.72,16836.36
2015/08/27,49125.08,6517.33,34850.89,2036.05,63045.64,11478.67,16231.07,7904.34,67809.71,10042.73,11033.89,17031.12
2015/08/28,49966.8,6629,36075.25,2107.58,64049.21,11661.39,16432.99,8002.68,68882.88,10201.67,11230.44,17334.5
2015/08/31,49972.33,6631.39,35833.34,2093.63,64191.25,11687.25,16348.98,7964.26,68908.68,10205.56,11239.4,17353.95
2015/09/01,48515.13,6438.02,34164.55,1996.12,62445.35,11369.37,15827.6,7710.27,66997.57,9922.52,10910.42,16845.99
2015/09/02,49228.77,6532.72,34536.41,2017.85,63507.68,11562.79,16088.61,7837.42,68136.59,10091.21,11059.48,17076.14
2015/09/03,50411.09,6689.61,36422,2128.02,65054.14,11844.35,16278.82,7930.09,69612.28,10309.76,11307.64,17459.31
2015/09/04,49102.5,6515.96,34506.86,2016.12,63465.04,11555.03,15881.92,7736.74,67872.74,10052.13,11022.96,17019.76
2015/09/07,48847.05,6508.46,34624.64,2069.47,63244.15,11520.31,15707,7693.16,67583.35,10025.19,10913.07,16890.07
2015/09/08,49573.49,6605.25,35450.79,2118.84,64201.59,11694.72,15940.38,7807.46,68639.68,10181.89,11082.24,17151.9
2015/09/09,49723.55,6625.25,36710.96,2194.16,63888.3,11637.65,16085.84,7878.71,68502.45,10161.53,11074.55,17139.99
2015/09/10,49528.13,6599.21,36080.73,2156.49,63737.36,11610.16,16003.06,7838.16,68246.77,10123.6,11054.34,17108.72
2015/09/11,48930.64,6519.6,35300.11,2109.84,63021.77,11479.81,15824.84,7750.88,67494.17,10011.96,10933.76,16922.09
2015/09/14,49366.6,6583.3,35313.71,2110.65,63545.19,11584.69,16062.4,7874.96,68114.74,10113.3,11071.63,17154.62
2015/09/15,49491.68,6599.98,35645.15,2130.46,63845.91,11639.51,15990.1,7839.51,68345.74,10147.6,11079.5,17166.82
2015/09/16,51029.24,6805.02,36136.34,2159.82,66877,12192.1,16172.54,7928.95,71135.13,10561.75,11284.48,17484.43
2015/09/17,51573.57,6877.61,36191.63,2163.12,67712.85,12344.48,16418.36,8049.47,72109.94,10706.49,11396.01,17657.22
2015/09/18,51044.58,6820.72,35972.29,2150.01,66854.06,12217.88,16257.75,7988.68,71235.49,10602.11,11286.07,17510.51
2015/09/21,50737.14,6779.64,35474.71,2120.27,66638.3,12178.45,16110.53,7916.34,70916.02,10554.56,11204.53,17384
2015/09/22,49853.09,6661.51,33841.24,2022.64,65569.53,11983.12,15932.28,7828.75,69853.1,10396.37,11048.69,17142.21
2015/09/23,50381.63,6732.14,34177.61,2042.75,66394.6,12133.91,16070.42,7896.63,70678.57,10519.22,11141.64,17286.42
2015/09/25,50331.12,6725.39,33383.12,1995.26,66682.93,12186.6,15961.98,7843.34,70788.36,10535.56,11135.16,17276.37
2015/09/28,49490.81,6614.68,31362.91,1875.36,66196.67,12097.74,15645.73,7687.95,70106.52,10434.08,10922.86,16952.33
2015/09/29,49383.93,6600.4,31412.73,1878.34,65964.2,12055.25,15652.49,7691.27,69905.28,10404.13,10918.8,16946.02
2015/09/30,50088.86,6694.61,31641.03,1891.99,67168.54,12275.35,15853.9,7790.24,71150.88,10589.52,11069.86,17180.47
2015/10/01,50516.58,6751.78,32248.02,1928.28,67445.91,12326.04,16089.69,7906.1,71619.54,10659.27,11192.63,17371.02
2015/10/02,50955.89,6810.5,32625.3,1950.84,68146.98,12454.16,16173.68,7947.37,72303.14,10761.01,11290.14,17522.35
2015/10/05,52071.31,6971.65,33302.59,1991.34,69731.44,12763.66,16554.18,8171.14,73995.97,11039.1,11563.62,17987.89
2015/10/06,52070.15,6971.5,33737.19,2017.33,69563.67,12732.96,16484.38,8136.69,73750.36,11002.46,11570.4,17998.43
2015/10/07,52565.42,7037.81,35345.34,2113.49,69905.7,12795.56,16599.4,8193.46,74196.47,11069.02,11659.47,18136.98
2015/10/08,52726.6,7059.39,35873.53,2145.07,70183.51,12846.41,16490.67,8139.79,74279.8,11081.45,11674.33,18160.11
2015/10/09,53295.64,7135.57,37439.51,2238.71,70632.55,12928.6,16616,8201.66,74795.97,11158.45,11773.2,18313.89
2015/10/12,52757.6,7064.27,37013.68,2213.25,69779.23,12772.41,16497.75,8143.29,73908.03,11025.99,11671.57,18158.32
2015/10/13,53063.06,7105.17,36697.97,2194.37,70848.21,12968.08,16378.21,8084.28,74737.57,11149.74,11668.57,18153.64
2015/10/14,53059.06,7104.64,36691.57,2193.99,70912.15,12979.78,16301.94,8046.64,74697.38,11143.74,11646.65,18119.54
2015/10/15,52966.42,7092.23,36269.24,2168.73,70715.84,12943.85,16372.7,8081.56,74599.27,11129.11,11675.78,18164.85
2015/10/16,52945.11,7089.38,35811.09,2141.34,70859.3,12970.11,16368.44,8079.46,74689.23,11142.53,11698.88,18200.8
2015/10/19,53184.07,7122.36,34784.27,2079.94,71283.67,13047.78,16754.28,8274.87,75434.84,11255.34,11764.63,18305.3
2015/10/20,52880.16,7081.66,34604.68,2069.2,70804.42,12960.06,16611.59,8204.4,74919.15,11178.4,11703.56,18210.27
2015/10/21,52997.97,7097.44,34401.1,2057.03,71176.97,13028.25,16657.25,8226.95,75280.04,11232.25,11695.42,18197.62
2015/10/22,53293.97,7137.08,34856.04,2084.23,71428.4,13074.28,16713.91,8254.93,75512.63,11266.95,11777.44,18325.23
2015/10/23,54298.41,7271.59,35706.07,2135.06,72881.17,13340.19,17008.36,8400.36,77047.31,11495.93,11984.91,18648.06
2015/10/26,54150.7,7251.98,35426.14,2118.32,72518.59,13273.82,17010.44,8401.39,76666.52,11439.12,11959.4,18608.94
2015/10/27,53770.29,7201.04,34385.35,2056.08,72254.47,13225.48,16950.34,8371.71,76400.37,11399.41,11885.67,18494.22
2015/10/28,53755.73,7199.09,34119.04,2040.16,72162.95,13208.73,17033.06,8412.56,76410.16,11400.87,11902.23,18519.98
2015/10/29,53406.32,7152.3,33117.25,1980.26,72087.65,13194.94,16879.8,8336.87,76230.04,11373.99,11769.31,18313.16
2015/10/30,53793.74,7204.18,33413.08,1997.95,72744.34,13315.15,16925.51,8359.44,76822.67,11462.42,11844.78,18430.59
2015/11/02,53860.26,7213.18,33086.31,1978.41,72760.09,13318.03,17083.49,8437.47,76969.11,11484.27,11879.23,18484.52
2015/11/03,54076.07,7242.09,33618.28,2010.22,73077.51,13376.13,16990.33,8391.46,77180.38,11515.79,11915.74,18541.33
2015/11/04,54609.01,7313.46,34846.44,2083.66,73648.67,13480.67,17124.13,8457.54,77813.85,11610.31,12018.43,18701.12
2015/11/05,54073.01,7241.68,32988.87,1972.58,73528.76,13458.73,16873.12,8333.57,77416.61,11551.04,11944.85,18586.63
2015/11/06,52964.07,7093.16,31095.27,1859.35,72320.71,13237.6,16585.08,8191.31,76133.67,11359.62,11757.38,18294.92
2015/11/09,53371.23,7152.95,31344.84,1874.28,73110.39,13398.5,16606.62,8201.95,76846.04,11477.58,11815.2,18402.7
2015/11/10,52565.5,7044.97,30332.24,#N/A,72212.35,#N/A,16287.05,#N/A,75780.18,#N/A,11642.28,18133.38
2015/11/11,52594.1,7048.8,29888.03,1787.16,72569.85,13299.44,16220.69,8011.34,76054.86,11359.42,11633.17,18119.2
2015/11/12,52056.67,6976.77,28900.48,1728.12,72198.9,13231.46,15955.16,7880.19,75525.3,11280.32,11517.43,17938.93
2015/11/13,51199.34,6861.87,28680.1,1714.94,70819.16,12978.6,15691.23,7749.84,74143.96,11074,11297.52,17596.4
2015/11/16,51547.38,6909.26,28990.43,1733.49,71367.29,13079.05,15774.05,7790.74,74641.01,11148.24,11399.44,17757.69
2015/11/17,51981.65,6967.47,27945.52,1671.01,72179.14,13227.84,16124.42,7963.79,75643.14,11297.92,11557.18,18003.42
2015/11/18,51654.54,6923.63,28156.91,1683.65,71542.37,13111.14,16007.48,7906.03,75043.04,11208.29,11472.99,17872.26
2015/11/19,52116.26,6985.52,28479.71,1702.95,71749.14,13149.03,16481.85,8140.32,75683.2,11303.9,11602.01,18073.25
2015/11/20,52240.58,7002.18,28450.44,1701.2,71886.85,13174.27,16595.48,8196.44,75882.09,11333.61,11652.44,18151.81
2015/11/23,52195.98,7001.93,27508.92,1644.91,72239.18,13251.02,16536.01,8167.07,76145.16,11381.6,11688.17,18217.54
2015/11/24,51817.84,6951.21,27795.89,1662.07,71474.38,13110.73,16423.76,8111.63,75428.91,11274.54,11601.55,18082.52
2015/11/25,51914.55,6964.18,27220.25,1627.64,71803.02,13171.01,16496.04,8147.33,75781.91,11327.3,11596.92,18075.31
2015/11/26,52229.92,7006.49,27160.92,1624.1,72266.53,13256.04,16539.19,8168.64,76242.86,11396.2,11660.18,18173.92
2015/11/27,51637.28,6926.99,26210.79,1567.28,71595.92,13133.02,16388.16,8094.05,75552.81,11293.06,11513.42,17945.17
2015/11/30,51607.83,6926.21,25889.05,1548.05,71847.08,13183.62,16255.84,8028.7,75654.64,11311.51,11498.5,17932.68
2015/12/01,51535.82,6916.55,26413.43,1579.4,71657.02,13148.75,16198.04,8000.15,75438.01,11279.12,11443.97,17847.64
2015/12/02,51159.11,6865.99,26189.5,1566.01,71174.93,13060.29,16146.51,7974.7,75043.35,11220.11,11353.64,17706.76
2015/12/03,50424.89,6767.45,25674.05,1535.19,70310.83,12901.73,15832.38,7819.55,74017.28,11066.7,11186.07,17445.43
2015/12/04,49284.49,6614.4,25369.38,1516.97,68683.62,12603.14,15435.76,7623.66,72293.19,10808.92,10881.36,16970.21
2015/12/07,49860.74,6695.03,25472.06,1523.11,69605.73,12774.14,15641.49,7737.24,73213.64,10951.7,11011.36,17181.96
2015/12/08,49083.8,6590.7,23885.25,1428.23,68830.61,12631.89,15472.2,7653.51,72377.83,10826.67,10861.77,16948.54
2015/12/09,49523.56,6649.75,24395.33,1458.73,69375.89,12731.96,15600.25,7716.84,72914.91,10907.01,10963.18,17106.79
2015/12/10,48984.53,6577.38,25183.4,1505.85,70116.58,12867.9,14241.65,7044.8,72351.87,10822.79,10707.76,16708.23
2015/12/11,48067.53,6454.72,25169.32,1505.01,69593.83,12771.96,13515.32,6685.51,71232.59,10655.36,10378.71,16196.39
2015/12/14,48081.71,6456.63,23599.54,1411.14,68846.5,12634.81,14238.79,7043.38,71267.09,10660.52,10528.26,16429.77
2015/12/15,48428.77,6503.23,23275.9,1391.79,69425.23,12741.02,14397.07,7121.68,71843.69,10746.77,10670.47,16651.68
2015/12/17,49706.29,6674.78,23432.91,1401.18,71310.04,13086.92,14998.66,7419.26,74023.28,11072.81,10992.63,17154.44
2015/12/18,48717.28,6541.97,23499.45,1405.16,69538.3,12761.77,14715.35,7279.12,72247.98,10807.25,10765.31,16799.69
2015/12/21,49189.99,6605.45,23918.87,1430.24,70057.11,12856.98,14863.66,7352.48,72831.17,10894.49,10868.91,16961.36
2015/12/22,49780.33,6684.72,24247.69,1449.9,70720.34,12978.7,15103.57,7471.16,73626.37,11013.44,11013.37,17186.79
2015/12/23,50839.81,6827,25615.83,1531.71,71696.98,13157.93,15454.66,7644.83,74770.04,11184.51,11243.34,17545.68
2015/12/24,51324.01,6892.02,26115.74,1561.6,72326.43,13273.45,15580.35,7707,75427.38,11282.84,11323.71,17671.1
2015/12/28,51188.72,6873.85,25688.05,1536.03,72388.6,13284.86,15505.53,7669.99,75420.36,11281.79,11296.84,17629.16
2015/12/29,50964.44,6843.73,25665.63,1534.69,71947.15,13203.84,15407.37,7621.44,74926.72,11207.95,11253.83,17562.05
2015/12/30,50805.13,6822.34,25635.12,1532.86,71809.45,13178.58,15284.16,7560.49,74744.08,11180.63,11178.19,17444.01
2015/12/31,50693.76,6807.38,25394.35,1518.46,71755.07,13168.59,15235.33,7536.33,74650.5,11166.63,11157.66,17411.97
2016/01/04,49316.61,6622.72,24851.04,1485.98,69941.25,12835.72,14568.04,7206.25,72468.14,10840.18,10839.59,16916.51
2016/01/05,49599.72,6660.74,25106.83,1501.27,70112.74,12867.19,14728.62,7285.69,72763.79,10884.41,10919.47,17041.18
2016/01/06,49082.29,6591.25,24438.63,1461.32,69743.58,12799.44,14468,7156.76,72183.04,10797.54,10803.11,16859.58
2016/01/07,48052.78,6453,23739.08,1419.49,68554.33,12581.19,14092.32,6970.93,70804.48,10591.32,10525.25,16425.94
2016/01/08,48104.68,6459.97,23611.63,1411.87,68795.88,12625.52,14032.92,6941.55,70982.25,10617.91,10524.44,16424.67
2016/01/11,48322.68,6491.85,24261.53,1450.73,69178.46,12698.96,13886.85,6869.29,71217.07,10655.32,10501.48,16397.67
2016/01/12,48396.18,6501.73,23763.21,1420.93,69341.79,12728.94,14064.78,6957.31,71399.91,10682.67,10581.82,16523.13
2016/01/13,48412.8,6503.96,23770.33,1421.36,68961.13,12659.07,14281.97,7064.74,71272.89,10663.67,10610.92,16568.56
2016/01/14,47697.53,6407.87,23540.52,1407.61,67868.78,12458.55,14033.22,6941.7,70082.36,10485.54,10410.94,16256.31
2016/01/15,46960.37,6308.84,23093.35,1380.88,67064.02,12310.82,13683.43,6768.67,69275.3,10364.79,10204.78,15934.4
2016/01/18,46876.62,6298.44,22878.94,1368.06,67168.47,12329.99,13666.69,6760.39,69432.95,10388.38,10172.13,15886.32
2016/01/19,47627.76,6399.37,23327.11,1394.85,68259.74,12530.31,13962.16,6906.54,70662.21,10572.3,10368.88,16193.6
2016/01/20,46329.78,6224.97,22276.06,1332.01,66485.4,12204.6,13642.15,6748.25,68850.67,10301.26,10065.81,15720.27
2016/01/21,46282.02,6218.55,22827.49,1364.98,66126.18,12138.66,13517.31,6686.49,68396.05,10233.24,10047.89,15692.3
2016/01/22,47661.87,6403.95,23969.18,1433.25,68107.22,12502.32,13914.57,6883,70452.37,10540.9,10366.27,16189.52
2016/01/25,47210.42,6344.53,23408.56,1399.72,67501.04,12394.58,13743.88,6798.57,69793.71,10442.36,10279.83,16058.75
2016/01/26,47532.4,6387.8,24087.75,1440.34,67626.07,12417.54,13814.16,6833.34,69990.78,10471.84,10352.13,16171.7
2016/01/27,47923.92,6440.42,24174.51,1445.52,68297.96,12540.91,13907.64,6879.58,70548.6,10555.3,10459.4,16339.28
2016/01/28,48702.61,6545.07,24731.43,1478.83,69172.02,12701.41,14286.3,7066.89,71615.9,10714.99,10679.21,16682.65
2016/01/29,49141.94,6604.11,24249.34,1450,69837.8,12823.66,14710.08,7276.51,72508.33,10848.51,10888.73,17009.96
2016/02/01,49055.54,6592.5,24432.28,1460.94,69400.65,12743.39,14648.88,7246.24,72171.23,10798.08,10824.97,16910.35
2016/02/02,48029.24,6454.57,23434.17,1401.26,68546.79,12586.6,14071.25,6960.51,70936.82,10613.39,10566.1,16505.96
2016/02/03,48535.48,6522.61,24195.05,1446.75,69171.26,12701.27,14100.16,6974.81,71515.79,10700.01,10636.87,16616.5
2016/02/04,49627.53,6669.36,26051.11,1557.73,69649.89,12789.15,14541.7,7193.22,72282.07,10814.66,10919.87,17058.6
2016/02/05,49753.29,6686.27,26091.75,1560.17,69725.15,12802.97,14669.69,7256.53,72484.19,10844.9,10935.01,17082.25
2016/02/08,49429.59,6642.76,26474.26,1583.04,68998.06,12669.46,14390.96,7118.65,71570.07,10708.13,10824.9,16910.25
2016/02/09,48344.75,6496.97,25684.65,1535.82,67446.37,12384.54,14090.54,6970.05,69957.93,10466.93,10584.74,16535.08
2016/02/10,48273.24,6487.36,24706.06,1477.31,67781.49,12446.08,14258.18,7052.97,70404.04,10533.67,10608.04,16571.47
2016/02/11,47411.57,6371.57,24789.07,1482.27,66024.91,12123.53,13970.7,6910.77,68659.29,10272.63,10417.96,16274.54
2016/02/12,48589.69,6529.89,26109.74,1561.24,67325.2,12362.29,14261.39,7054.56,69996.5,10472.7,10661.41,16654.85
2016/02/15,49851.95,6699.52,26851.98,1605.62,68814.63,12635.78,14946.13,7393.28,71907.76,10758.66,10963.56,17126.85
2016/02/16,49387.1,6637.06,26469.41,1582.75,68378.05,12555.62,14681.86,7262.55,71274.94,10663.98,10881.92,16999.32
2016/02/17,50039.31,6724.7,27338.87,1634.74,68983.45,12666.78,14868.51,7354.88,71936.38,10762.94,11021.76,17217.77
2016/02/18,49857.7,6700.3,27033.86,1616.5,68425.74,12564.37,15138.12,7488.24,71733.56,10732.59,11027.87,17227.31
